date,location,PM10,PM2.5,Ozon,CO,NO2,NO,Air temperature 2 m above ground daily mean,Air temperature 2 m above ground daily maximum,Air temperature 2 m above ground daily minimum,Air temperature at 5 cm above grass daily mean,Air temperature at 5 cm above grass daily maximum,Air temperature at 5 cm above grass daily minimum,Relative air humidity 2 m above ground daily mean,Vapour pressure 2 m above ground daily mean,Atmospheric pressure at barometric altitude (QFE) daily mean,Pressure reduced to sea level (QFF) daily mean,Geopotential height of the 850 hPA level daily mean,Geopotential height of the 700 hPA level daily mean,Pressure reduced to sea level according to standard atmosphere (QNH) daily mean,Wind speed scalar daily mean in m/s,Gust peak (one second) daily maximum in m/s,Wind speed scalar daily mean in km/h,Gust peak (one second) daily maximum in km/h,Gust peak (three seconds) daily maximum in m/s,Gust peak (three seconds) daily maximum in km/h,Foehn index daily value,Precipitation daily total 6 UTC - 6 UTC following day,Precipitation daily total 0 UTC - 0 UTC,Snow depth (automatic measurement) morning measurement at 6 UTC,Global radiation daily mean,Longwave incoming radiation daily mean,Sunshine duration daily total,Sunshine duration in relation to absolute daily total,Reference evaporation from FAO daily total,Cooling Degree Day (CDD),Wind direction daily mean,Heating degrees (HGT12/20),Heating degrees (ATD12/12),"Hydrologic registration (hydrologic balance, R-ETS) daily total"
2024-09-03,Zürich,10.42,14.48,,47.46,6.83,,21.5,26.6,17.6,22.7,36.8,16.4,76.1,19.2,951.8,1014.6,,,1017.2,1.0,8.6,3.6,31.0,8.3,29.9,,1.4,1.4,0.0,170,386,236,32,2.8,3.2,45,0.0,0.0,0.1
2024-09-04,Zürich,6.75,10.05,,52.31,8.21,,20.6,25.0,17.0,21.6,32.7,15.4,75.6,18.0,950.3,1013.2,,,1015.6,1.6,6.5,5.8,23.4,6.4,23.0,,0.0,0.0,0.0,179,375,332,45,3.0,2.3,342,0.0,0.0,-1.6
2024-09-05,Zürich,7.79,11.27,,40.53,9.4,,18.3,22.4,15.0,18.5,26.6,14.4,85.9,17.9,944.5,1007.5,,,1009.5,3.1,8.5,11.2,30.6,8.2,29.5,0.0,5.4,5.4,0.0,103,380,122,17,2.1,0.0,288,0.0,0.0,4.9
2024-09-06,Zürich,4.21,7.65,,40.23,11.74,,17.8,23.4,13.4,18.9,32.5,11.9,79.5,15.9,948.2,1011.6,,,1013.4,1.0,4.7,3.6,16.9,4.6,16.6,0.0,0.0,0.0,,198,346,468,64,2.8,0.0,37,0.0,0.0,-1.8
2024-09-07,Zürich,6.82,11.0,,42.12,9.03,,20.8,27.5,14.8,21.3,35.3,13.0,71.9,17.1,947.9,1010.6,,,1013.1,1.7,8.1,6.1,29.2,8.0,28.8,0.0,0.0,0.0,,244,347,697,96,3.7,2.5,54,0.0,0.0,-3.2
2024-09-08,Zürich,4.39,7.05,,41.33,5.9,,16.9,19.3,14.4,16.8,20.2,14.1,88.0,16.9,947.6,1011.2,,,1012.8,1.5,8.2,5.4,29.5,7.7,27.7,0.0,12.9,9.0,,51,374,10,1,1.2,0.0,277,0.0,0.0,8.8
2024-09-09,Zürich,2.55,4.43,,40.58,3.71,,14.3,16.1,12.9,14.2,18.1,12.5,91.5,14.9,946.8,1010.9,,,1011.9,3.4,13.8,12.2,49.7,13.3,47.9,0.0,14.7,17.5,,60,374,20,3,1.2,0.0,240,0.0,0.0,17.3
2024-09-10,Zürich,5.02,8.15,,38.47,12.77,,14.3,17.3,10.7,15.2,25.6,8.9,81.0,13.1,951.1,1015.5,,,1016.4,2.3,9.8,8.3,35.3,9.4,33.8,0.0,0.1,1.2,,159,343,288,40,2.1,0.0,270,0.0,0.0,0.1
2024-09-11,Zürich,5.58,7.78,,34.68,8.29,,11.5,14.0,6.0,10.9,14.7,6.2,84.5,11.4,947.6,1012.5,,,1012.8,3.3,14.6,11.9,52.6,14.3,51.5,0.0,28.7,28.7,0.0,43,342,51,7,0.9,0.0,245,8.5,0.5,28.3
2024-09-12,Zürich,3.21,5.86,,39.72,13.82,,8.8,13.4,5.6,9.9,24.1,3.5,78.9,8.8,949.7,1015.3,,,1015.0,1.3,8.9,4.7,32.0,8.5,30.6,0.0,0.2,0.2,0.0,161,310,238,34,1.8,0.0,304,11.2,3.2,-0.9
2024-09-13,Zürich,3.72,6.19,,35.56,15.67,,8.1,11.4,6.2,8.7,16.4,5.1,81.9,8.8,955.9,1022.1,,,1021.5,1.6,11.8,5.8,42.5,11.4,41.0,0.0,1.5,1.5,0.0,105,320,98,14,1.4,0.0,308,11.9,3.9,1.0
2024-09-14,Zürich,4.87,6.58,,34.08,11.41,,9.1,12.4,6.3,9.2,15.9,4.3,77.6,8.8,962.0,1028.5,,,1028.0,1.2,4.9,4.3,17.6,4.6,16.6,0.0,0.7,0.7,0.0,101,319,17,2,1.4,0.0,6,10.9,2.9,0.3
2024-09-15,Zürich,5.23,7.09,,35.59,7.23,,9.4,14.4,4.8,10.3,23.3,2.9,71.7,8.2,959.8,1026.0,,,1025.6,2.0,8.4,7.2,30.2,8.1,29.2,0.0,0.1,0.0,0.0,230,279,673,97,2.4,0.0,47,10.6,2.6,-3.0
2024-09-16,Zürich,6.13,8.56,,35.19,13.83,,9.0,12.3,7.1,9.3,15.3,5.6,87.2,10.0,957.8,1024.0,,,1023.5,1.0,5.6,3.6,20.2,5.5,19.8,0.0,6.3,3.1,0.0,58,338,0,0,1.0,0.0,191,11.0,3.0,2.9
2024-09-17,Zürich,4.55,6.5,,36.48,13.36,,11.4,15.6,8.6,11.9,24.8,7.3,86.2,11.6,955.5,1020.9,,,1021.1,1.7,9.9,6.1,35.6,9.5,34.2,0.0,1.9,5.2,0.0,107,341,115,17,1.5,0.0,56,8.6,0.6,4.7
2024-09-18,Zürich,6.67,9.55,,30.66,12.69,,13.0,19.2,8.8,14.3,27.1,7.2,78.1,11.5,954.1,1019.1,,,1019.7,1.9,9.2,6.8,33.1,8.8,31.7,0.0,0.0,0.0,0.0,190,316,461,67,2.4,0.0,60,0.0,0.0,-1.7
2024-09-19,Zürich,14.02,21.93,,30.78,18.15,,13.6,19.1,10.5,14.8,27.5,8.9,82.5,12.7,953.0,1017.7,,,1018.4,1.1,5.2,4.0,18.7,4.9,17.6,0.0,0.0,0.0,0.0,149,332,344,50,1.9,0.0,59,0.0,0.0,-1.1
2024-09-20,Zürich,14.13,18.38,,32.66,20.72,,14.8,21.8,10.1,16.0,29.4,8.7,79.4,13.0,954.7,1019.3,,,1020.3,1.3,5.9,4.7,21.2,5.7,20.5,0.0,0.0,0.0,0.0,186,326,489,71,2.4,0.0,49,0.0,0.0,-1.6
2024-09-21,Zürich,13.26,16.22,,35.24,8.62,,15.7,22.4,11.1,16.6,30.5,9.4,75.3,13.1,954.7,1019.0,,,1020.2,1.1,5.2,4.0,18.7,5.0,18.0,0.0,0.0,0.0,0.0,202,320,579,85,2.5,0.0,45,0.0,0.0,-2.2
2024-09-22,Zürich,13.35,15.49,,34.94,6.08,,15.6,20.9,10.9,16.2,28.5,9.2,79.1,13.8,951.4,1015.5,,,1016.8,0.9,4.0,3.2,14.4,3.9,14.0,0.0,4.1,4.0,0.0,160,338,425,62,2.0,0.0,360,0.0,0.0,2.6
2024-09-23,Zürich,5.74,7.75,,39.55,7.79,,14.1,17.5,11.1,13.9,22.3,9.4,90.4,14.5,947.8,1012.1,,,1013.0,1.6,9.4,5.8,33.8,8.9,32.0,0.0,7.8,5.8,0.0,70,359,39,6,1.2,0.0,232,0.0,0.0,5.6
2024-09-24,Zürich,4.33,6.45,,44.54,2.63,,14.2,18.6,11.0,14.8,24.5,9.1,72.7,11.5,946.6,1010.8,,,1011.8,3.5,13.5,12.6,48.6,12.9,46.4,0.0,0.0,2.1,0.0,146,336,343,51,2.5,0.0,231,0.0,0.0,0.6
2024-09-25,Zürich,4.88,7.45,,38.98,4.9,,14.9,18.4,12.1,15.6,25.0,10.9,72.7,12.2,945.9,1009.8,,,1011.0,1.7,7.7,6.1,27.7,7.4,26.6,0.0,17.6,2.2,0.0,149,348,345,51,2.0,0.0,218,0.0,0.0,0.7
2024-09-26,Zürich,3.37,5.23,,38.85,9.39,,14.2,16.2,12.6,13.8,16.3,12.4,90.7,14.7,940.3,1004.0,,,1005.1,3.1,17.5,11.2,63.0,16.7,60.1,0.0,25.0,40.4,0.0,25,367,0,0,0.9,0.0,225,0.0,0.0,40.2
2024-09-27,Zürich,2.24,4.67,,37.95,5.56,,13.2,15.5,10.8,12.6,17.8,9.1,76.4,11.6,943.5,1007.7,,,1008.5,4.7,19.2,16.9,69.1,17.7,63.7,0.0,2.7,2.6,0.0,62,335,68,10,1.7,0.0,245,0.0,0.0,2.1
2024-09-28,Zürich,2.66,4.06,,34.45,6.88,,9.5,11.5,7.6,9.3,12.3,6.9,88.3,10.4,955.3,1021.2,,,1020.9,2.3,13.8,8.3,49.7,13.4,48.2,0.0,13.8,13.9,0.0,34,344,0,0,0.9,0.0,234,10.5,2.5,13.7
2024-09-29,Zürich,4.86,6.63,,30.02,7.64,,9.4,13.5,5.9,10.1,21.0,4.7,82.8,9.6,958.6,1024.7,,,1024.4,2.0,9.5,7.2,34.2,8.8,31.7,0.0,0.7,0.0,0.0,166,303,343,52,1.6,0.0,52,10.6,2.6,-1.0
2024-09-30,Zürich,4.04,7.07,,30.53,10.44,,14.0,19.8,9.3,14.5,25.5,8.6,74.2,11.5,952.8,1017.5,,,1018.3,2.4,15.8,8.6,56.9,15.3,55.1,0.0,0.0,0.7,0.0,154,341,351,54,2.2,0.0,240,0.0,0.0,-0.7
2024-10-01,Zürich,4.31,7.32,,35.84,13.62,,12.7,15.2,11.4,12.4,15.3,11.1,86.5,12.7,947.7,1012.3,,,1012.9,2.0,8.4,7.2,30.2,8.3,29.9,0.0,38.7,31.7,0.0,36,359,0,0,1.0,0.0,232,0.0,0.0,31.5
2024-10-02,Zürich,3.75,6.42,,35.46,14.36,,10.8,13.2,7.5,10.9,18.3,5.7,84.7,10.9,945.4,1010.3,,,1010.4,1.9,9.9,6.8,35.6,9.4,33.8,0.0,0.0,7.0,0.0,96,332,140,22,1.1,0.0,321,9.2,1.2,6.5
2024-10-03,Zürich,6.3,9.16,,30.61,13.83,,9.3,11.9,7.3,9.5,15.1,5.0,83.8,9.8,946.7,1012.1,,,1011.8,2.4,9.0,8.6,32.4,8.6,31.0,0.0,0.0,0.0,0.0,64,334,0,0,1.1,0.0,28,10.7,2.7,-0.2
2024-10-04,Zürich,4.76,6.74,,31.18,13.11,,8.5,10.3,6.6,8.3,11.4,4.9,88.3,9.8,950.4,1016.2,,,1015.7,1.8,7.2,6.5,25.9,6.9,24.8,0.0,5.7,5.7,0.0,44,332,9,1,0.8,0.0,23,11.5,3.5,5.5
2024-10-05,Zürich,5.48,7.76,,28.74,12.8,,8.7,12.7,6.0,8.7,19.9,3.9,84.7,9.5,950.8,1016.5,,,1016.1,2.3,8.0,8.3,28.8,7.6,27.4,0.0,0.0,0.0,0.0,118,299,226,36,1.3,0.0,41,11.3,3.3,-0.6
2024-10-06,Zürich,6.92,8.51,,22.1,7.51,,9.3,12.6,5.3,9.7,20.3,3.2,86.3,10.1,946.2,1011.5,,,1011.3,1.3,4.8,4.7,17.3,4.7,16.9,0.0,3.1,2.6,0.0,84,334,52,8,1.0,0.0,135,10.7,2.7,2.3
2024-10-07,Zürich,5.19,8.87,,25.0,20.97,,14.4,20.1,9.5,14.8,26.6,7.9,84.1,13.7,943.5,1007.4,,,1008.4,1.1,5.7,4.0,20.5,5.6,20.2,0.0,0.2,0.7,0.0,140,348,297,47,1.5,0.0,45,0.0,0.0,0.0
2024-10-08,Zürich,4.74,8.06,,26.57,18.41,,13.1,15.4,11.6,12.7,15.5,10.8,92.9,14.0,941.6,1005.6,,,1006.4,1.3,5.4,4.7,19.4,5.2,18.7,0.0,9.1,9.0,0.0,26,357,0,0,0.7,0.0,225,0.0,0.0,8.9
2024-10-09,Zürich,4.5,9.34,,26.41,18.2,,13.7,18.4,9.2,14.0,24.9,8.5,81.9,12.7,933.9,997.3,,,998.3,1.3,11.9,4.7,42.8,11.5,41.4,0.0,3.2,0.2,0.0,136,335,395,64,1.5,0.0,194,0.0,0.0,-0.8
2024-10-10,Zürich,2.04,4.18,,36.01,2.37,,13.0,16.4,10.4,12.9,22.2,9.6,77.3,11.6,940.3,1004.3,,,1005.1,4.6,27.0,16.6,97.2,26.2,94.3,0.0,6.8,4.9,0.0,117,348,209,34,1.9,0.0,242,0.0,0.0,4.2
2024-10-11,Zürich,3.62,6.0,,33.41,13.14,,9.7,13.5,6.2,9.7,18.4,4.2,85.9,10.3,951.1,1016.7,,,1016.5,2.1,7.3,7.6,26.3,6.9,24.8,0.0,0.6,5.6,0.0,85,315,120,19,1.1,0.0,252,10.3,2.3,5.2
2024-10-12,Zürich,7.3,8.94,,23.72,7.99,,8.8,11.6,6.4,9.3,15.5,5.8,91.0,10.4,950.7,1016.4,,,1016.0,1.7,6.4,6.1,23.0,6.3,22.7,0.0,18.5,13.9,0.0,76,338,85,14,0.8,0.0,169,11.2,3.2,13.7
2024-10-13,Zürich,4.05,5.98,,29.45,5.36,,13.0,17.1,9.7,12.6,20.1,8.0,88.2,13.2,953.7,1018.6,,,1019.2,2.7,13.2,9.7,47.5,12.1,43.6,0.0,0.3,4.9,0.0,65,350,70,11,1.1,0.0,250,0.0,0.0,4.7
2024-10-14,Zürich,6.54,10.2,,21.45,9.9,,12.8,18.2,9.0,12.7,22.8,7.7,86.5,12.7,954.4,1019.4,,,1020.0,1.5,10.6,5.4,38.2,10.3,37.1,0.0,0.0,0.0,0.0,104,336,212,35,1.2,0.0,204,0.0,0.0,-0.5
2024-10-15,Zürich,8.89,14.64,,18.51,35.63,,13.0,14.5,10.9,12.4,16.0,9.0,92.7,13.9,953.9,1018.8,,,1019.4,1.2,8.3,4.3,29.9,8.1,29.2,0.0,3.3,3.3,0.0,47,338,52,8,0.7,0.0,60,0.0,0.0,3.2
2024-10-16,Zürich,12.88,17.8,,17.67,25.47,,12.7,15.0,11.8,12.9,18.8,10.7,94.0,13.8,949.8,1014.6,,,1015.1,1.5,11.1,5.4,40.0,10.9,39.2,0.0,0.1,0.1,0.0,49,359,48,8,0.8,0.0,45,0.0,0.0,0.0
2024-10-17,Zürich,12.72,17.6,,15.95,27.49,,13.7,17.6,11.4,14.0,23.4,10.6,91.8,14.3,949.9,1014.4,,,1015.2,0.9,4.1,3.2,14.8,4.1,14.8,0.0,0.0,0.0,0.0,96,348,193,32,1.0,0.0,90,0.0,0.0,-0.3
2024-10-18,Zürich,7.93,12.22,,25.52,21.35,,13.2,15.3,10.3,12.3,16.5,8.1,87.9,13.3,950.2,1014.8,,,1015.5,1.4,6.7,5.0,24.1,6.7,24.1,0.0,0.0,0.0,0.0,27,347,0,0,0.7,0.0,225,0.0,0.0,-0.1
2024-10-19,Zürich,7.98,10.99,,19.19,12.74,,11.2,13.1,9.3,11.2,15.5,7.8,92.8,12.3,954.5,1019.9,,,1020.0,0.7,3.6,2.5,13.0,3.5,12.6,0.0,0.0,0.0,0.0,49,344,0,0,0.7,0.0,270,8.8,0.8,-0.1
2024-10-20,Zürich,10.92,13.47,,20.17,12.56,,12.0,14.8,10.5,12.1,20.2,8.3,89.0,12.4,958.7,1024.2,,,1024.5,0.7,3.9,2.5,14.0,3.6,13.0,0.0,0.0,0.0,0.0,55,341,110,19,0.8,0.0,207,8.0,0.0,-0.3
2024-10-21,Zürich,9.87,14.51,,16.64,31.23,,12.2,17.6,8.6,12.3,22.7,7.3,89.2,12.6,961.4,1027.0,,,1027.4,0.6,4.0,2.2,14.4,3.9,14.0,0.0,2.1,0.1,0.0,120,322,401,69,1.0,0.0,207,0.0,0.0,-0.5
2024-10-22,Zürich,7.06,12.29,,25.46,15.67,,14.4,17.9,12.5,14.7,22.2,11.8,89.0,14.5,963.8,1029.0,,,1029.8,1.1,5.8,4.0,20.9,5.5,19.8,0.0,11.7,7.1,0.0,76,368,124,21,0.9,0.0,292,0.0,0.0,6.8
2024-10-23,Zürich,7.01,9.33,,25.07,15.3,,11.1,12.6,10.4,11.1,12.3,10.3,93.5,12.3,965.2,1031.4,,,1031.4,2.8,9.1,10.1,32.8,8.9,32.0,0.0,6.0,12.6,0.0,28,364,0,0,0.7,0.0,40,8.9,0.9,12.5
2024-10-24,Zürich,9.63,13.35,,18.0,21.21,,11.7,15.2,9.4,12.0,19.8,7.5,88.6,12.1,960.5,1026.2,,,1026.3,1.1,4.8,4.0,17.3,4.6,16.6,0.0,0.0,0.0,0.0,80,334,159,28,0.8,0.0,76,8.3,0.3,-0.3
2024-10-25,Zürich,11.11,13.76,,16.95,27.79,,9.8,12.0,8.1,10.2,15.7,7.6,95.4,11.5,956.3,1022.1,,,1021.9,0.9,3.7,3.2,13.3,3.6,13.0,0.0,0.1,0.1,0.0,57,348,38,7,0.6,0.0,56,10.2,2.2,0.0
2024-10-26,Zürich,9.57,11.62,,15.21,15.55,,10.3,11.4,9.3,10.9,14.1,9.5,92.3,11.6,953.1,1018.6,,,1018.5,0.8,4.1,2.9,14.8,4.0,14.4,0.0,0.0,0.0,0.0,34,360,0,0,0.6,0.0,59,9.7,1.7,-0.1
2024-10-27,Zürich,9.77,12.03,,20.34,18.86,,12.3,17.8,9.4,12.4,21.4,8.1,84.7,12.0,957.9,1023.2,,,1023.6,1.1,4.8,4.0,17.3,4.7,16.9,0.0,0.0,0.0,0.0,105,324,338,61,1.0,0.0,360,0.0,0.0,-0.6
2024-10-28,Zürich,13.49,17.94,,20.92,37.31,,11.6,16.2,9.0,11.5,20.5,7.2,90.8,12.3,961.7,1027.5,,,1027.6,0.7,3.6,2.5,13.0,3.5,12.6,0.0,0.1,0.0,0.0,97,319,320,58,0.7,0.0,0,8.4,0.4,-0.4
2024-10-29,Zürich,15.12,18.34,,19.85,46.58,,10.3,14.7,8.1,10.9,19.1,7.5,94.9,11.8,961.9,1028.1,,,1027.9,0.8,3.5,2.9,12.6,3.4,12.2,0.0,0.2,0.1,0.0,74,335,212,39,0.7,0.0,63,9.7,1.7,-0.1
2024-10-30,Zürich,12.83,15.58,,20.98,30.71,,9.4,10.3,8.7,10.1,11.7,9.0,97.4,11.5,961.8,1028.1,,,1027.7,0.7,3.1,2.5,11.2,3.1,11.2,0.0,0.1,0.3,0.0,35,359,0,0,0.5,0.0,76,10.6,2.6,0.3
2024-10-31,Zürich,11.93,15.74,,20.24,20.05,,9.1,10.3,8.5,9.6,11.6,8.8,93.2,10.8,962.0,1028.4,,,1027.9,0.8,3.4,2.9,12.2,3.4,12.2,0.0,0.0,0.0,0.0,25,355,0,0,0.5,0.0,90,10.9,2.9,-0.1
2024-11-01,Zürich,13.19,17.44,,18.69,23.64,,9.7,13.8,7.7,10.0,18.6,6.0,86.1,10.3,960.5,1026.7,,,1026.4,0.9,3.4,3.2,12.2,3.3,11.9,0.0,0.0,0.0,0.0,99,312,369,68,0.7,0.0,225,10.3,2.3,-0.6
2024-11-02,Zürich,12.53,15.91,,16.8,20.21,,7.3,8.4,5.6,6.9,8.3,4.3,93.3,9.5,961.7,1028.6,,,1027.6,1.9,7.3,6.8,26.3,7.0,25.2,0.0,0.0,0.0,0.0,19,330,0,0,0.5,0.0,36,12.7,4.7,-0.1
2024-11-03,Zürich,15.29,18.15,,18.22,11.15,,7.7,8.9,6.8,8.1,10.3,6.9,89.3,9.4,963.1,1029.9,,,1029.1,0.9,5.0,3.2,18.0,4.9,17.6,0.0,0.0,0.0,0.0,25,345,0,0,0.5,0.0,56,12.3,4.3,-0.1
2024-11-04,Zürich,15.95,19.93,,17.51,20.69,,7.3,9.0,6.6,7.9,13.6,6.8,91.2,9.3,961.1,1028.0,,,1027.1,0.9,4.3,3.2,15.5,4.2,15.1,0.0,0.0,0.0,0.0,51,335,116,22,0.5,0.0,45,12.7,4.7,-0.2
2024-11-05,Zürich,12.4,17.36,,15.84,30.75,,8.2,12.1,6.5,8.4,15.8,4.4,89.7,9.7,960.4,1026.9,,,1026.2,0.7,3.4,2.5,12.2,3.3,11.9,0.0,0.1,0.0,0.0,74,316,268,51,0.5,0.0,225,11.8,3.8,-0.3
2024-11-06,Zürich,,,,17.59,55.07,,8.5,13.9,4.4,8.7,17.0,4.1,90.4,10.0,962.9,1029.6,,,1028.9,1.1,4.1,4.0,14.8,4.1,14.8,0.0,0.0,0.1,0.0,92,315,313,60,0.5,0.0,50,11.5,3.5,-0.2
2024-11-07,Zürich,,,,21.61,23.73,,8.8,9.7,7.8,9.0,11.0,7.9,88.7,10.0,963.2,1029.8,,,1029.3,1.3,5.1,4.7,18.4,5.0,18.0,0.0,0.0,0.0,0.0,19,349,0,0,0.6,0.0,45,11.2,3.2,-0.1
2024-11-08,Zürich,18.26,25.12,,19.76,26.41,,8.0,11.8,5.0,8.3,15.1,3.6,87.1,9.3,960.2,1026.8,,,1026.1,1.4,4.4,5.0,15.8,4.3,15.5,0.0,0.0,0.0,0.0,76,312,275,53,0.5,0.0,45,12.0,4.0,-0.4
2024-11-09,Zürich,18.66,21.5,,17.83,23.0,,6.3,7.5,5.0,6.9,9.3,5.4,97.5,9.3,960.2,1027.2,,,1026.1,1.0,3.1,3.6,11.2,2.9,10.4,0.0,0.1,0.0,0.0,27,343,0,0,0.4,0.0,60,13.7,5.7,0.0
2024-11-10,Zürich,15.38,17.49,,20.09,15.38,,6.0,6.6,5.4,6.5,8.1,5.7,95.8,9.0,960.9,1028.0,,,1026.8,0.9,3.7,3.2,13.3,3.6,13.0,0.0,0.0,0.1,0.0,21,340,0,0,0.4,0.0,45,14.0,6.0,0.1
2024-11-11,Zürich,13.54,17.8,,24.83,24.39,,5.5,8.1,4.3,6.2,12.6,4.2,87.1,7.9,961.7,1029.0,,,1027.7,1.3,5.2,4.7,18.7,5.1,18.4,0.0,10.3,9.7,0.0,64,322,141,28,0.5,0.0,16,14.5,6.5,9.5
2024-11-12,Zürich,8.24,10.93,,24.8,14.67,,4.4,5.7,2.7,4.5,6.4,3.0,90.1,7.5,959.1,1026.5,,,1024.9,2.4,9.4,8.6,33.8,9.0,32.4,0.0,0.1,0.7,0.0,17,328,0,0,0.5,0.0,47,15.6,7.6,0.6
2024-11-13,Zürich,14.32,16.72,,20.85,24.67,,2.6,3.4,1.4,2.8,4.3,1.1,90.6,6.7,962.0,1030.1,,,1028.0,2.3,8.7,8.3,31.3,8.4,30.2,0.0,0.3,0.3,0.0,13,319,0,0,0.4,0.0,34,17.4,9.4,0.2
2024-11-14,Zürich,11.68,14.49,,24.54,29.07,,2.4,5.2,0.9,2.3,8.6,-0.7,85.3,6.2,961.7,1029.8,,,1027.6,1.9,5.4,6.8,19.4,5.3,19.1,0.0,0.0,0.0,0.0,64,280,117,23,0.5,0.0,45,17.6,9.6,-0.2
2024-11-15,Zürich,13.34,16.28,,23.66,47.83,,2.8,8.2,0.1,2.3,11.8,-1.6,87.9,6.5,959.8,1027.7,,,1025.7,1.3,5.0,4.7,18.0,4.9,17.6,0.0,0.0,0.0,0.0,88,260,372,75,0.4,0.0,48,17.2,9.2,-0.4
2024-11-16,Zürich,14.93,16.51,,18.77,37.53,,2.7,7.4,0.6,2.6,11.0,-1.4,90.6,6.7,955.5,1023.1,,,1021.1,0.8,4.0,2.9,14.4,3.9,14.0,0.0,0.0,0.0,0.0,78,278,315,64,0.3,0.0,239,17.3,9.3,-0.3
2024-11-17,Zürich,13.69,15.75,,24.01,18.01,,5.4,8.3,0.8,5.5,11.6,-0.3,87.1,7.8,951.4,1018.0,,,1016.8,1.8,6.9,6.5,24.8,6.7,24.1,0.0,0.0,0.0,0.0,51,320,82,17,0.4,0.0,274,14.6,6.6,-0.2
2024-11-18,Zürich,3.36,6.63,,33.62,6.83,,7.3,9.5,5.3,7.2,11.2,4.5,71.7,7.3,950.1,1016.1,,,1015.4,3.8,12.3,13.7,44.3,11.9,42.8,0.0,3.7,0.0,0.0,55,315,105,21,1.1,0.0,240,12.7,4.7,-0.4
2024-11-19,Zürich,2.22,5.31,,37.1,7.06,,8.4,10.8,5.5,7.8,11.9,5.2,75.5,8.3,940.3,1005.5,,,1005.1,7.1,20.8,25.6,74.9,19.7,70.9,0.0,18.3,15.2,0.0,34,336,39,8,1.3,0.0,230,11.6,3.6,15.0
2024-11-20,Zürich,2.46,5.17,,37.72,8.01,,2.9,5.4,0.6,2.3,6.9,-0.7,73.1,5.5,940.7,1007.3,,,1005.5,4.3,16.2,15.5,58.3,15.6,56.2,0.0,1.6,8.4,0.0,49,282,129,27,0.9,0.0,250,17.1,9.1,8.0
2024-11-21,Zürich,3.72,6.71,,38.32,12.66,,-0.1,1.7,-1.6,-0.4,2.9,-2.7,76.4,4.6,934.8,1001.7,,,999.3,2.7,12.9,9.7,46.4,12.6,45.4,0.0,22.6,19.5,0.0,22,278,34,7,0.6,0.0,225,20.1,12.1,19.3
2024-11-22,Zürich,3.48,5.48,,37.79,9.43,,-1.1,0.5,-2.7,-0.5,-0.3,-0.6,83.0,4.7,945.8,1013.7,,,1010.8,3.7,16.0,13.3,57.6,15.7,56.5,0.0,1.3,4.4,26.0,30,289,22,5,0.5,0.0,237,21.1,13.1,4.3
2024-11-23,Zürich,3.93,6.17,,38.79,7.06,,1.3,4.7,-1.9,-0.2,0.1,-0.6,70.2,4.7,957.2,1025.4,,,1022.9,2.0,10.4,7.2,37.4,9.7,34.9,0.0,0.0,0.0,25.0,61,273,181,38,0.5,0.0,212,18.7,10.7,-0.5
2024-11-24,Zürich,4.46,7.68,,36.0,6.61,,5.8,10.4,2.4,0.2,0.5,-0.3,70.4,6.5,956.4,1023.3,,,1022.1,1.3,8.1,4.7,29.2,7.8,28.1,0.0,0.0,0.0,16.0,50,298,86,18,0.6,0.0,198,14.2,6.2,-0.3
2024-11-25,Zürich,7.2,13.61,,32.78,50.63,,9.2,14.6,3.8,5.6,13.4,0.4,62.0,7.1,950.6,1016.3,,,1016.0,1.1,7.1,4.0,25.6,6.7,24.1,50.0,9.4,1.1,5.0,74,306,349,73,0.5,0.0,225,10.8,2.8,0.2
2024-11-26,Zürich,4.41,7.42,,36.68,13.91,,7.8,10.5,5.1,6.8,13.5,2.8,81.5,8.6,956.9,1023.3,,,1022.6,2.0,11.5,7.2,41.4,11.3,40.7,0.0,0.0,8.3,0.0,55,308,170,36,0.5,0.0,223,12.2,4.2,8.0
2024-11-27,Zürich,9.54,14.97,,26.56,50.17,,6.6,10.0,3.2,5.6,14.0,0.9,80.5,7.8,957.0,1023.7,,,1022.7,1.0,10.1,3.6,36.4,9.8,35.3,0.0,5.9,0.1,0.0,79,291,348,74,0.2,0.0,203,13.4,5.4,-0.4
2024-11-28,Zürich,4.26,6.18,,37.22,12.15,,4.9,8.9,-0.2,3.9,7.8,-2.2,91.3,8.0,959.8,1027.2,,,1025.7,3.1,14.2,11.2,51.1,13.9,50.0,0.0,7.9,13.7,0.0,8,305,0,0,0.5,0.0,253,15.1,7.1,13.6
2024-11-29,Zürich,9.92,12.84,,30.6,21.58,,0.9,4.1,-1.8,0.2,5.5,-2.8,91.2,5.9,963.9,1032.6,,,1030.0,2.4,8.0,8.6,28.8,7.8,28.1,0.0,0.0,0.0,0.0,67,256,280,60,0.2,0.0,50,19.1,11.1,-0.2
2024-11-30,Zürich,17.11,19.78,,26.98,17.3,,0.4,1.5,-0.4,0.7,3.3,-1.5,87.3,5.5,963.2,1031.9,,,1029.2,1.1,5.2,4.0,18.7,5.0,18.0,0.0,0.0,0.0,0.0,24,305,0,0,0.3,0.0,50,19.6,11.6,-0.1
2024-12-01,Zürich,15.16,16.06,,23.12,14.67,,1.0,4.1,-0.9,0.7,7.6,-1.8,85.4,5.6,959.9,1028.3,,,1025.8,1.2,4.3,4.3,15.5,4.1,14.8,0.0,0.1,0.0,0.0,70,269,323,69,0.1,0.0,212,19.0,11.0,-0.3
